平台,平台ID,门店名称,C门店ID,C门店名称,最新评分,有订单,匹配状态
美团,1073274,煌上煌酱鸭（鄱阳东湖大道店）,C01152,上饶鄱阳东湖大道店,0.0,True,✅成功
美团,10734164,煌上煌酱鸭(广州人和地铁店),C08374,广州人和地铁店,4.8,True,✅成功
美团,10770216,煌上煌酱鸭（惠州永旺金山湖店）,C02329,惠州金山湖永旺专卖店,0.0,False,✅成功
美团,10770217,煌上煌酱鸭（惠州新汇城店）,C02046,惠州惠阳新汇城店,4.7,True,✅成功
美团,10770283,煌上煌酱鸭（塘尾新领汇店）,C08423,宝安福永新领汇店,4.6,True,✅成功
美团,10817151,煌上煌酱鸭(塘厦沃尔玛店),C02203,东莞塘厦盈锋广场店,4.5,True,✅成功
美团,10890319,煌上煌酱鸭（崇仁未来城店）,C00479,抚南崇仁未来城,0.0,True,✅成功
美团,10911956,煌上煌酱鸭(赛拉维店),C07901,海口赛拉维店,4.4,True,✅成功
美团,10917066,煌上煌酱鸭（酒料.卤味.锡场店）,C08553,揭阳揭东锡场店,4.9,True,✅成功
美团,10939628,煌上煌酱鸭（宜春万载龙河星城店）,C13270,宜春万载新锦江龙河星城二店,4.6,True,✅成功
美团,10979238,煌上煌酱鸭（直属小蓝中路店）,C03607,直属小蓝中路店,4.4,True,✅成功
美团,11024319,煌上煌酱鸭（天福来购物广场店）,C07923,宜春天福来购物广场店,0.0,True,✅成功
美团,11028681,煌上煌酱鸭（炒饭·小吃·丽江忠义旗见店）,C08646,丽江忠义市场店,4.3,True,✅成功
美团,11035464,煌上煌酱鸭（新一城店）,C08597,汕头龙湖新一城店,4.7,True,✅成功
美团,1103577,煌上煌酱鸭（南后街店·卤味小吃·炒饭）,C02341,泉州德化一店,4.6,True,✅成功
美团,11147407,煌上煌（卤味·五棵松沃尔玛店）,C07662,北京沃尔玛五棵松店,0.0,False,✅成功
美团,11154517,煌上煌酱鸭（日月广场专卖店）,C08708,海口日月广场店,4.5,True,✅成功
美团,1126687,煌上煌酱鸭（寻乌店）,C01093,赣州寻乌,4.0,True,✅成功
美团,11341541,煌上煌酱鸭（宜春奉新鹏泰超市店）,C03188,宜春奉新鹏泰超市店,4.7,True,✅成功
美团,11437757,煌上煌酱鸭（湾里好又多店）,C08504,湾里好又多超市店,4.5,True,✅成功
美团,1145459,煌上煌酱鸭(商业中心店),C02872,东莞樟木头地王店,4.7,True,✅成功
美团,11485413,煌上煌（卤味·长青欧亚店）,C09104,沈阳长青店,4.4,True,✅成功
美团,1158330,煌上煌酱鸭(佛山玉器街店),C03020,佛山玉器街店,4.8,True,✅成功
美团,11616645,煌上煌酱鸭（卤味，酒料.揭阳榕城仙桥店）,C08895,揭阳榕城仙桥店,4.2,True,✅成功
美团,1174524,煌上煌酱鸭（龙岗金龙城百货店）,C02087,龙岗金龙城百货店,4.8,True,✅成功
美团,11765852,煌上煌酱鸭（安康巴山中路店）,C09015,陕西安康巴山中路店,0.0,False,✅成功
美团,1176632,煌上煌酱鸭（贵溪烧箕山店）,C00475,鹰抚贵溪烧箕山店,0.0,False,✅成功
美团,1182775,煌上煌酱鸭（三里街店）,C00713,九江三里街,3.7,False,✅成功
美团,11838514,煌上煌酱鸭（鹰潭正大街店）,C00455,鹰抚鹰潭正大街店,4.7,True,✅成功
美团,11838517,煌上煌酱鸭（梅园大道店）,C00456,鹰抚鹰潭梅园大道店,4.7,True,✅成功
美团,11838521,煌上煌酱鸭（实验小学店）,C00512,鹰抚东乡实验小学店,0.0,True,✅成功
美团,11948784,煌上煌酱鸭（瑶池公寓店）,C08735,象湖瑶池公寓店,3.4,True,✅成功
美团,1205341,煌上煌酱鸭（宜丰盐步中路店）,C00959,宜春宜丰岩步中路店,4.2,False,✅成功
美团,12111662,煌上煌酱鸭（奉新华林广场店）,C09010,宜春奉新华林广场店,4.1,True,✅成功
美团,12150133,煌上煌酱鸭（象湖旺中旺店）,C09023,象湖旺中旺店,4.6,True,✅成功
美团,12192708,煌上煌酱鸭(龙东店·卤味·小吃·下午茶),C09146,龙岗区龙东乐兴店,4.4,True,✅成功
美团,12315719,煌上煌酱鸭（崇仁林业大厦店）,C03991,抚南崇仁林业大厦店,3.9,True,✅成功
美团,12366975,煌上煌酱鸭(汕尾陆河建设西路店),C09198,汕尾陆河建设路店,4.6,True,✅成功
美团,12393944,煌上煌酱鸭（金城超市店）,C08581,玉林金城超市店,4.2,True,✅成功
美团,1244998,煌上煌酱鸭(东莞假日店）,C14250,东莞黄江大道店,4.6,True,✅成功
美团,1254023,煌上煌酱鸭（会昌湘江大道店）,C01083,赣州会昌,4.4,False,✅成功
美团,12745836,煌上煌酱鸭（青山湖大境民强路店）,C09238,青山湖民强路店,4.5,True,✅成功
美团,1277982,煌上煌酱鸭（德兴上海路店）,C01139,上饶德兴上海路店,4.8,True,✅成功
美团,12785680,煌上煌酱鸭（湾里下泽路店）,C09267,湾里下泽路店,4.2,True,✅成功
美团,12785684,煌上煌酱鸭（卤味饭?农民街林桥店）,C06682,宜春农民街林桥店,0.0,True,✅成功
美团,12792576,煌上煌酱鸭（卤味·酒料·商品城店）,C13951,普宁商品城店,0.0,False,✅成功
美团,1281149,煌上煌酱鸭(上域信天生活广场店),C02253,宝安区大王山店,4.5,True,✅成功
美团,12839898,煌上煌（卤味·康氏购物民生广场店）,C09310,哈尔滨康氏购物民生广场店,4.7,False,✅成功
美团,12840741,煌上煌酱鸭（直属长安一号店）,C02252,直属东莞长安锦厦一路店,4.6,True,✅成功
美团,12850678,煌上煌酱鸭（红谷大道华润店）,C13068,红谷滩电子大厦店,4.2,True,✅成功
美团,12897407,煌上煌酱鸭(河源和平宝信店),C07666,河源和平宝信购物广场店,4.0,True,✅成功
美团,12897510,煌上煌酱鸭（上沙万洲百货店）,C09404,东莞长安上沙中南路店,4.3,True,✅成功
美团,12919795,煌上煌酱鸭（东乡龙山路北门桥店）,C08340,鹰抚东乡龙山路北门桥店,4.5,True,✅成功
美团,12919796,煌上煌酱鸭（东乡煌盛天玺店）,C04363,鹰抚东乡煌盛天玺店,4.8,True,✅成功
美团,13036643,煌上煌酱鸭（卤味饭-兴国路店）,C09523,新建兴国路店,4.7,True,✅成功
美团,13040350,煌上煌酱鸭（东乡毛莲山店）,C02011,鹰抚东乡毛莲山店,4.6,True,✅成功
美团,13041427,煌上煌酱鸭（卤味、酒料.渔湖店）,C09505,揭阳渔湖空港店,4.6,True,✅成功
美团,13041429,煌上煌酱鸭（东莞大岭山家家乐店）,C09402,东莞大岭山家家乐专卖店,0.0,False,✅成功
美团,1306834,煌上煌酱鸭（余江十字街店）,C00463,鹰抚余江白塔东路店,4.7,True,✅成功
美团,13102695,煌上煌酱鸭（九江德化路中辉店）,C00711,九江德化路中辉店,3.9,True,✅成功
美团,13110756,煌上煌酱鸭（广州大道圣地店）,C09001,直属广州大道圣地专卖店,0.0,False,✅成功
美团,13114411,煌上煌酱鸭（南城胜利路店）,C09391,抚南南城胜利路店,0.0,True,✅成功
美团,13125640,煌上煌酱鸭（宁明德华店）,C09342,崇左市宁明德华店,4.7,True,✅成功
美团,13130349,煌上煌酱鸭（横峰解放中路店）,C00871,上饶横峰解放中路店,0.0,True,✅成功
美团,1315610,煌上煌酱鸭（九江开发区店）,C00712,九江开发区利江菜场店,4.4,True,✅成功
美团,13172635,煌上煌匠鸭（东方万达百佳汇店）,C09409,东方万达百佳汇专卖店,0.0,False,✅成功
美团,13196551,煌上煌酱鸭（邵阳县振羽广场店）,C09549,邵阳县振羽广场店,4.1,True,✅成功
美团,13202393,煌上煌酱鸭（余江磨仂洲店）,C12878,鹰抚余江磨仂洲第四小学店,4.3,True,✅成功
美团,13202571,煌上煌酱鸭（枣树园店）,C04267,宜春枣树园店,4.5,True,✅成功
美团,13207652,煌上煌酱鸭（炒饭·卤味·小吃·贵阳西南商贸城店）,C09566,贵阳观山湖西南商贸城店,0.0,False,✅成功
美团,13207839,煌上煌酱鸭（梅州兴宁兴东路店）,C09594,梅州兴宁兴东路专卖店,0.0,False,✅成功
美团,13213587,煌上煌酱鸭（玉林万达店）,C08466,玉林万达店,0.0,False,✅成功
美团,13215959,煌上煌酱鸭（惠州人民四路店）,C09547,惠州人民四路店,4.7,True,✅成功
美团,13226973,煌上煌酱鸭（南雄大润发店）,C02456,韶关南雄青云路店,4.6,True,✅成功
美团,13256987,煌上煌酱鸭（金山路店）,C08122,赣州南康佳兴店,4.1,True,✅成功
美团,13261185,煌上煌酱鸭（分宜庄岗岭店）,C09403,新余分宜庄岗岭店,4.8,True,✅成功
美团,13285416,煌上煌酱鸭（汕头和平店）,C02893,汕头和平店,4.5,True,✅成功
美团,13383568,煌上煌（五一超市店）,C09229,黄金埠五一超市店,4.5,True,✅成功
美团,13385552,煌上煌酱鸭（石岩创维店）,C02916,宝安区石岩创维店,3.9,True,✅成功
美团,13404401,煌上煌酱鸭（九龙国体明园中心店）,C08881,九龙国体明园中心店,0.0,True,✅成功
美团,13448520,煌上煌酱鸭（九龙富源花园店）,C09431,九龙湖富源花园店,4.6,True,✅成功
美团,13474337,煌上煌酱鸭（东莞黄江田心广场店）,C09693,东莞黄江田心广场专卖店,0.0,False,✅成功
美团,13492369,煌上煌酱鸭（炒饭·卤味·小吃·双江景丽新城店),C09646,云南临沧双江锦丽新城店,4.7,True,✅成功
美团,13527977,煌上煌酱鸭（兴国五福广场店）,C09704,赣州兴国五福广场店,3.0,True,✅成功
美团,13534399,煌上煌匠鸭（鄂尔多斯王府井店）,C09703,鄂尔多斯太古街店,0.0,False,✅成功
美团,13553252,煌上煌酱鸭（上高银海敖阳南路店）,C00952,宜春上高银海敖阳南路店,4.3,True,✅成功
美团,13650478,煌上煌酱鸭（鸭货卤味·五矿家家悦店）,C09801,山东泰安高新五矿家家悦,0.0,False,✅成功
美团,13653715,煌上煌酱鸭（桂平新天地店）,C05477,桂平新天地店,4.6,True,✅成功
美团,13691178,煌上煌酱鸭（凯翔书香公馆店）,C00526,鹰潭凯翔书香公馆店(怡辰卤菜店),4.3,True,✅成功
美团,13712478,煌上煌（卤味·和平大润发店）,C11498,沈阳和平大润发二店,4.5,True,✅成功
美团,13723993,煌上煌酱鸭（东乡财富广场店）,C00470,鹰抚东乡东信财富广场店,4.2,True,✅成功
美团,1376286,煌上煌酱鸭（河边街逸夫小学店）,C01121,赣州南康河边街店,4.7,True,✅成功
美团,13791264,煌上煌酱鸭（湖北黄梅小池店）,C00746,湖北黄梅小池店,0.0,True,✅成功
美团,13801066,煌上煌酱鸭（直营桥头地铁店）,C09764,直属宝安桥头地铁店,4.5,True,✅成功
美团,13807540,煌上煌酱鸭（新化地下商业街店）,C09502,新化商业街2店,0.0,False,✅成功
美团,13807541,煌上煌酱鸭（冷水江锑都大厦店）,C11441,冷水江锑都大厦店,3.9,True,✅成功
美团,13809789,煌上煌酱鸭（南京东路高新店）,C00006,直属高新,4.7,True,✅成功
美团,13840377,煌上煌酱鸭（樟树机关安置小区店）,C09712,樟树机关安置小区店,0.0,False,✅成功
美团,13858356,煌上煌酱鸭（龙华云锦店）,C09394,萍乡龙华云锦店,4.5,True,✅成功
美团,13860762,煌上煌酱鸭（抚生路店）,C00126,直属抚生路店,4.7,True,✅成功
美团,13860852,煌上煌酱鸭（直属西站大街店）,C09039,直属西站大街店,4.4,True,✅成功
美团,13863517,煌上煌酱鸭（肇庆万达广场店）,C02135,肇庆万达广场店,4.4,True,✅成功
美团,13876673,煌上煌酱鸭（东兴贵州路店）,C09784,广西东兴贵州路店,0.0,False,✅成功
美团,13886370,煌上煌酱鸭(中山古镇镇曹步店),C04225,中山古镇曹步店,4.6,True,✅成功
美团,1389435,煌上煌酱鸭(新圩店),C02229,惠州新圩店,4.4,True,✅成功
美团,13899823,煌上煌酱鸭（卤味饭·抚临路店）,C00503,鹰抚抚临路,0.0,True,✅成功
美团,13899902,煌上煌酱鸭（卤味饭·解放路店）,C00828,上饶信州区解放路店,4.5,True,✅成功
美团,13900074,煌上煌酱鸭（新力琥珀园店）,C09673,九龙新力琥珀园店,4.3,True,✅成功
美团,13987511,煌上煌酱鸭（博罗天虹店）,C03106,惠州博罗天虹店,4.7,True,✅成功
美团,14016567,煌上煌酱鸭（绿地玫瑰城店）,C02003,绿地玫瑰城,0.0,True,✅成功
美团,14016570,煌上煌酱鸭（高新中兴和园店）,C06423,高新中兴和园店,4.2,True,✅成功
美团,14016862,煌上煌酱鸭（恒心超市店）,C05093,鹰抚抚州恒心超市,0.0,True,✅成功
美团,14021138,煌上煌酱鸭（光明大街店）,C09919,宝安光明大街店,4.4,True,✅成功
美团,14082776,煌上煌酱鸭（定南店）,C01075,赣州定南,0.0,False,✅成功
美团,14108869,煌上煌酱鸭（泰和福来客店）,C09685,吉安泰和福来客生活超市店,4.4,True,✅成功
美团,14169806,煌上煌酱鸭（湘东店）,C01229,萍乡湘东,0.0,False,✅成功
美团,14214252,煌上煌酱鸭（贵溪冶金南路店）,C09099,鹰抚贵溪煌上煌冶金南路店,4.5,True,✅成功
美团,14215451,煌上煌酱鸭（企石店）,C10066,东莞企石润升百货店,4.5,True,✅成功
美团,14224210,煌上煌酱鸭（九江花园店）,C09707,九江奥林匹克花园店,4.5,True,✅成功
美团,14225507,煌上煌酱鸭（遂川东路大道店）,C01055,吉安遂川泉江东路大道店,0.0,True,✅成功
美团,14245649,煌上煌酱鸭（贵溪金三角店）,C14633,贵溪金三角店,4.5,True,✅成功
美团,14282682,煌上煌酱鸭(余干东山大街店),C08948,上饶余干东山大街店,4.6,True,✅成功
美团,14283590,煌上煌酱鸭（莲塘澄湖东路店）,C07493,莲塘澄湖东路店,3.8,True,✅成功
美团,14301976,煌上煌酱鸭（樟树时代广场店）,C00682,丰城樟树时代广场店,4.5,True,✅成功
美团,14309103,煌上煌酱鸭（九江德安时代凌飞店）,C10068,九江德安时代凌飞店,0.0,False,✅成功
美团,14309192,煌上煌酱鸭（共青大泽泰时代店）,C13371,九江共青大泽泰步行街店,4.6,True,✅成功
美团,14481871,煌上煌酱鸭(铜锣湾店),C13141,红谷滩区铜锣湾店,0.0,False,✅成功
美团,14497572,煌上煌酱鸭（巴顿海滨大道店）,C02276,惠州惠东黄埠巴顿店,4.3,True,✅成功
美团,14513418,煌上煌酱鸭（乐尚天地店）,C14538,河南郑州乐尚超市店,0.0,True,✅成功
美团,14549584,煌上煌匠鸭（福州罗源闽星专卖店）,C10135,福州罗源闽星专卖店,0.0,False,✅成功
美团,14634679,独椒戏·卤烤猪蹄·烧烤(恒太城店),,,0.0,False,❌未匹配
美团,14657749,煌上煌酱鸭（长安万科店）,C10243,东莞长安万科店,4.2,True,✅成功
美团,14718701,煌上煌酱鸭(赣州金坪西路店),C10177,赣州金坪西路店,4.6,True,✅成功
美团,14718863,煌上煌酱鸭(九江修水凤凰广场店),C09867,九江修水凤凰广场店,0.0,True,✅成功
美团,14719308,煌上煌酱鸭（卤味饭·赣东商城店）,C10182,鹰抚东乡赣东商贸城店,4.8,True,✅成功
美团,14722469,煌上煌匠鸭(吉安新干城南国光店),C08132,吉安新干城南国光店,4.5,True,✅成功
美团,14724712,煌上煌酱鸭（青原国光店）,C10183,吉安青原国光店,4.4,True,✅成功
美团,14737402,煌上煌酱鸭（张家口物美超市沙城店）,C08505,张家口物美超市沙城店,0.0,False,✅成功
美团,14743219,煌上煌酱鸭（上顿渡广场东店）,C10169,鹰抚抚州上顿渡广场东路店,0.0,False,✅成功
美团,14765362,煌上煌酱鸭(旭辉华润店),C10218,南昌新建区旭辉华润,4.3,True,✅成功
美团,1477574,煌上煌酱鸭(顺平店),C02889,龙岗区平湖西路,4.4,True,✅成功
美团,1485822,煌上煌酱鸭（西乡锦湖店）,C01399,西安市场西乡店,4.5,True,✅成功
美团,14959356,煌上煌酱鸭（惠东大岭店）,C02536,惠东大岭店,0.0,False,✅成功
美团,1501228,煌上煌酱鸭（乐平迎宾西路店）,C01159,景德镇乐平迎宾,0.0,False,✅成功
美团,15014348,煌上煌酱鸭（直属中联商城店）,C10316,直属赣州中联商城店,4.6,True,✅成功
美团,15017326,煌上煌酱鸭(九江共青新村店),C00749,九江共青新村店,4.5,True,✅成功
美团,15022640,煌上煌酱鸭（松明大道店）,C10172,宝安松岗松明大道店,4.8,True,✅成功
美团,15027095,煌上煌匠鸭（三亚林旺市场专卖店）,C10417,三亚海棠湾林旺市场店,4.2,False,✅成功
美团,15032706,煌上煌（卤味·四元桥家乐福店）,C10229,北京四元桥家乐福,4.8,True,✅成功
美团,15044472,煌上煌酱鸭（惠州江北佳兆业广场店）,C10332,惠州江北佳兆业广场店,4.6,True,✅成功
美团,15083763,煌上煌酱鸭（长安厦边华大店）,C10270,东莞长安厦边华大专卖店,0.0,False,✅成功
美团,15104317,煌上煌酱鸭（九江湖口联盛店）,C10356,九江湖口联盛店,4.7,True,✅成功
美团,15165753,煌上煌酱鸭（莲塘一中店）,C07646,直属莲塘一中店,4.6,True,✅成功
美团,15165966,煌上煌酱鸭（直青云明珠店）,C00125,直属青云明珠店,4.6,True,✅成功
美团,15166005,煌上煌酱鸭（直属广外店）,C00011,直属广外,4.5,True,✅成功
美团,15166221,煌上煌酱鸭（绳金塔2店）,C10337,直属绳金塔2店,0.0,True,✅成功
美团,15166269,煌上煌酱鸭（直属恒大华府店）,C10320,直属恒大华府店,0.0,True,✅成功
美团,15166322,煌上煌酱鸭（九江奥克斯缔壹城店）,C10380,九江南山公园奥克斯缔壹城店,4.8,True,✅成功
美团,15166398,煌上煌酱鸭（直属京山店）,C00016,直属京山,4.5,True,✅成功
美团,15212380,煌上煌（酱鸭·惠州乌石店）,C10301,惠州乌石店,4.7,True,✅成功
美团,15248460,煌上煌（仙游鲤城店）,C04450,莆田仙游鲤城店,4.3,True,✅成功
美团,15262564,煌上煌酱鸭（恭城天和店）,C10453,恭城天和百货店,4.7,True,✅成功
美团,15281570,煌上煌酱鸭(铁路五村店),C08796,直属铁路五村店,4.6,True,✅成功
美团,15376634,煌上煌酱鸭（望牛墩嘉荣广场店）,C10434,东莞望牛墩嘉荣广场店,4.4,True,✅成功
美团,15407456,煌上煌酱鸭（南剑小区店）,C10442,萍乡南剑小区店,4.1,True,✅成功
美团,15410018,煌上煌酱鸭（兴国红门店）,C10470,赣州兴国红门店,4.3,True,✅成功
美团,15428794,煌上煌酱鸭（仑苍店·卤味小吃·炒饭）,C02652,泉州南安仑苍店,4.8,True,✅成功
美团,15442268,煌上煌酱鸭（世贸天城店）,C10567,直属世贸天城店,4.5,True,✅成功
美团,15462308,煌上煌酱鸭(九江德安联盛快乐城店),C13225,九江德安联盛快乐城,4.7,True,✅成功
美团,15601573,煌上煌酱鸭（炒饭·卤味·小吃·普定凯旋城店),C10727,安顺普定中兴大道凯旋城店,4.2,True,✅成功
美团,15625570,煌上煌酱鸭（防城港乐天店）,C10769,防城港中心区乐天花园店,0.0,False,✅成功
美团,1566576,煌上煌酱鸭(陆丰建设路店),C02139,汕尾陆丰,4.9,True,✅成功
美团,15700996,煌上煌酱鸭（新建城农贸市场店）,C09208,新建城农贸市场店,4.6,True,✅成功
美团,15701688,煌上煌酱鸭（胶州龙湖天街店）,C10302,青岛胶州龙湖天街家家悦店,0.0,False,✅成功
美团,15702373,煌上煌酱鸭（弋阳东华时代广场店）,C10726,上饶弋阳东华时代广场店,4.3,True,✅成功
美团,15765636,煌上煌酱鸭（直属洪都店）,C00005,直属洪都,4.1,True,✅成功
美团,15765859,煌上煌酱鸭（直属盈石广场店）,C03173,直属盈石广场店,4.3,True,✅成功
美团,15803970,煌上煌酱鸭（卤味饭·公园道店）,C10844,上饶公园道店,4.8,True,✅成功
美团,15805116,煌上煌酱鸭（南昌十里桃花店）,C10583,十里桃花,4.6,True,✅成功
美团,15809965,煌上煌酱鸭（卤味·营口万达店）,C10585,营口万达真实惠店,0.0,False,✅成功
美团,15932094,煌上煌酱鸭（直属胜利路2店）,C07072,直属胜利路2店,4.5,True,✅成功
美团,15932300,煌上煌酱鸭（直属苏圃路店）,C00067,直属苏圃路,4.6,True,✅成功
美团,15933128,煌上煌酱鸭（贤士路店）,C00010,直属贤士路,4.6,True,✅成功
美团,15933854,煌上煌酱鸭（二七路店）,C00007,直属二七路,4.5,True,✅成功
美团,15954961,煌上煌酱鸭（九江谢家垅店）,C10887,九江谢家垅店,0.0,True,✅成功
美团,15955096,煌上煌酱鸭（南昌怡兰苑店）,C00250,怡兰苑,4.4,True,✅成功
美团,15983740,煌上煌酱鸭（经开榴云路店）,C10822,经开榴云路店,4.3,True,✅成功
美团,15985375,煌上煌酱鸭（朱家湖店）,C00369,朱家湖,0.0,True,✅成功
美团,15996133,煌上煌酱鸭（菜鲜汇阳光家园店）,C07737,菜鲜汇阳光家园店,4.5,True,✅成功
美团,15997147,煌上煌酱鸭（南昌莱卡店）,C01848,直属南昌莱卡总店,4.4,True,✅成功
美团,16008250,煌上煌匠鸭（宁德华宁店）,C10402,宁德华宁专卖店,0.0,False,✅成功
美团,1609551,煌上煌酱鸭(惠州市天天润广场专卖店),C02333,惠州天天润广场店,4.3,False,✅成功
美团,16174802,煌上煌酱鸭（新建霁亭路店）,C03612,直属霁亭路店,0.0,True,✅成功
美团,1620832,煌上煌酱鸭（赣州龙南店）,C01125,赣州龙南宏昌店,0.0,False,✅成功
美团,16212352,煌上煌酱鸭（新余御天城店）,C03922,新余御天城店,0.0,True,✅成功
美团,16212700,煌上煌酱鸭（龙津南路店）,C00461,鹰抚上顿渡龙津南路店,4.7,True,✅成功
美团,16212964,煌上煌酱鸭（宜春御景店）,C13399,宜春恒大御景店,4.6,True,✅成功
美团,16214879,煌上煌酱鸭（九江陶洼菜场店）,C10885,九江陶洼菜场店,0.0,True,✅成功
美团,16228817,煌上煌酱鸭（惠州大亚湾万达店）,C10998,惠州大亚湾万达店,4.3,True,✅成功
美团,16241466,煌上煌酱鸭（赣州崇义阳明路店）,C10910,赣州崇义阳明路店,4.7,True,✅成功
美团,16426169,煌上煌酱鸭（东方苑店）,C00398,东方苑路店,0.0,True,✅成功
美团,16426288,煌上煌酱鸭（象湖诚义路店）,C00392,象湖城义路店,4.6,True,✅成功
美团,16426475,煌上煌酱鸭（幸福时光店）,C00405,幸福时光,4.6,True,✅成功
美团,16431383,煌上煌酱鸭（卤味·西乡步行街店）,C10562,宝安西乡步行街南门店,4.2,True,✅成功
美团,16433517,煌上煌酱鸭（南城盱江路店）,C00900,抚南南城盱江路店,4.6,True,✅成功
美团,16433779,煌上煌酱鸭（西湖新村店）,C11006,鹰抚抚州西湖新村店,4.0,True,✅成功
美团,16442261,煌上煌酱鸭（卤味饭·阳光府邸店）,C11106,上饶阳光福邸店,4.6,True,✅成功
美团,16442743,煌上煌酱鸭（湾里鹏泰店）,C10783,湾里鹏泰超市店,4.6,True,✅成功
美团,16442952,煌上煌酱鸭（九龙湖安丰花园店）,C11064,九龙湖安丰花园店,4.6,True,✅成功
美团,16445271,煌上煌酱鸭（赣州兴国店）,C01072,赣州兴国,4.4,True,✅成功
美团,16480674,煌上煌酱鸭（大沈桥店）,C00402,大沈桥,4.6,True,✅成功
美团,1655244,煌上煌酱鸭(百花店),C02288,东莞百花店,4.3,True,✅成功
美团,16601678,煌上煌酱鸭（赣县星洲润达宏昌店）,C11141,赣州赣县星洲润达宏昌店,3.5,True,✅成功
美团,16642805,煌上煌（三亚博后店）,C10051,三亚博后店,4.0,True,✅成功
美团,1665449,煌上煌（卤味·岐山路店）,C01933,沈阳岐山路店,4.6,True,✅成功
美团,16660145,煌上煌酱鸭（嘉盛豪园店·卤味小吃·炒饭）,C11152,漳州诏安店,4.5,True,✅成功
美团,16696642,煌上煌酱鸭(南城莱蒙广场店),C11251,东莞南城莱蒙广场店,4.7,True,✅成功
美团,16728225,煌上煌酱鸭（新村店）,C00008,直属新村,4.7,True,✅成功
美团,16733848,煌上煌酱鸭（都匀万达店),C11187,都匀万达店,4.0,True,✅成功
美团,16760578,煌上煌酱鸭（草堂店）,C12078,西安鄠邑草堂二店,4.7,True,✅成功
美团,16772616,煌上煌酱鸭（武宁南门市场店）,C00808,九江武宁南门市场店,0.0,True,✅成功
美团,1677882,煌上煌酱鸭（瑞金八一北店）,C01077,赣州瑞金八一北路店,3.9,True,✅成功
美团,16787170,煌上煌酱鸭（吉水城南店）,C01058,吉安吉水城南店,0.0,True,✅成功
美团,16795853,煌上煌酱鸭（浮梁宝鼎盛世店）,C10981,景德镇浮梁宝鼎盛世店,4.1,False,✅成功
美团,16800143,煌上煌酱鸭（卤味饭·幸福里店）,C10897,上饶弋阳幸福里店,4.1,True,✅成功
美团,16895113,煌上煌酱鸭（凤山店）,C11177,河池凤山县东鹏路店,4.2,True,✅成功
美团,17127175,煌上煌酱鸭（花都大润发店）,C11280,广州花都大润发店,4.3,True,✅成功
美团,1713009,煌上煌酱鸭（泰和国光店）,C00988,吉安泰和,0.0,False,✅成功
